Interpret,Titel,Album,L‰nge,Jahr,Genre,Bewertung,Bitrate,Pfad,Medium
"Dzhigan i Yulya Savicheva","Otpusti (Dan Vovan remix)","Piratskaj stancij","2:42",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\003 Dzhigan i Yulya Savicheva - Otpusti (Dan Vovan remix).mp3",""
"Yura Shatunov","Otpusti menya","DiskKurort","3:32",2011,"Pop",10,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\021. Yura Shatunov - Otpusti menya.mp3",""
"Dj Piligrim","Otvet","DiskKurort","3:42",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\191. Dj Piligrim - Otvet.mp3",""
"Mylene Farmer","Oui Mais..non","Tanceval_Dinamika","4:01",2011,"Pop",20,320,"K:\studio\musik\2011\_lat\_pop\Tanceval_Dinamika\18. Mylene Farmer - Oui Mais..non.mp3",""
"Milana & Batisto Grisagone","Our Love Is Alive","DiskKurort","4:10",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\114. Milana & Batisto Grisagone - Our Love Is Alive.mp3",""
"Dmitrij Koldun &amp; Jacqueline","Out Of The Blue","Vse Zvezdy 2011","3:14",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\079_Dmitrij Koldun &amp; Jacqueline - Out Of The Blue.mp3",""
"Anton Firtich feat. Betsie Larkin","Out Of The Storm","Vse Zvezdy 2011","2:39",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\048_Anton Firtich feat. Betsie Larkin - Out Of The Storm.mp3",""
"Roger Shah","Over &amp; Over","Vse Zvezdy 2011","3:58",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\068_Roger Shah - Over &amp; Over.mp3",""
"Natanika","Oy  hlopczy","Slezy lyubvi","3:28",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\39. Natanika - Oy  hlopczy.mp3",""
"Arina I Razmer Project","Padaet Sneg","XXXLVes2011","3:44",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\58 Arina I Razmer Project - Padaet Sneg.mp3",""
"Dino MC 47 feat. Nastya Kochetkova","Pamyat'","Vse Zvezdy 2011","3:45",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\117_Dino MC 47 feat. Nastya Kochetkova - Pamyat'.mp3",""
"M. Fomin feat. Pet Shop Boys","Paninaro 2011 (Ogni Bol'shogo Goroda)","LetoNaMuzTV","3:28",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\69 M. Fomin feat. Pet Shop Boys - Paninaro 2011 (Ogni Bol'shogo Goroda).mp3",""
"B. Aprel'","Paranojya","XXXLVes2011","3:08",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\28 B. Aprel' - Paranojya.mp3",""
"Katy Perry","Part Of Me","Vse Zvezdy 2011","3:31",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\046_Katy Perry - Part Of Me.mp3",""
"Beyonce feat. Andre 3000","Party","DiskKurort","4:06",2011,"Pop",30,160,"K:\studio\musik\2011\_lat\_pop\DiskKurort\002. Beyonce feat. Andre 3000 - Party.mp3",""
"Roma Zhukov & Lady D","Perelivy","VzrHitParOtRusRad","3:28",2011,"Pop",80,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\098. Roma Zhukov & Lady D - Perelivy.mp3",""
"Roma Zhukov &amp; Lady D","Perelivy","Vse Zvezdy 2011","3:28",2011,"Pop",80,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\043_Roma Zhukov &amp; Lady D - Perelivy.mp3",""
"Anastasiya Trianna","Pereryv","VzrHitParOtRusRad","4:10",2011,"Pop",90,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\167. Anastasiya Trianna - Pereryv.mp3",""
"Red Fox","Perezagruzis'","Vse Zvezdy 2011","3:27",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\091_Red Fox - Perezagruzis'.mp3",""
"Mitya Fomin","Perezimuem","VzrHitParOtRusRad","3:20",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\074. Mitya Fomin - Perezimuem.mp3",""
"Mitya Fomin","Perezimuem (DJ Rich-Art &amp; DJ Night Radio Remix)","Vse Zvezdy 2011","4:04",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\125_Mitya Fomin - Perezimuem (DJ Rich-Art &amp; DJ Night Radio Remix).mp3",""
"Mitya Fomin","Perezimuem (Vivi.Dj Remix)","Piratskaj stancij","5:52",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\053 Mitya Fomin - Perezimuem (Vivi.Dj Remix).mp3",""
"Sasha Nemo","Pezho","VzrHitParOtRusRad","3:39",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\126. Sasha Nemo - Pezho.mp3",""
"Zhanna Friske","Pilot","SamSHikNaPer","4:36",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\25 Zhanna Friske - Pilot.mp3",""
"Zhanna Friske","Pilot","Vse Zvezdy 2011","4:38",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\007_Zhanna Friske - Pilot.mp3",""
"Zhanna Friske","Pilot","VzrHitParOtRusRad","4:07",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\037. Zhanna Friske - Pilot.mp3",""
"Baby Alice","Pino Colada Boy","DiskKurort","3:04",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\024. Baby Alice - Pino Colada Boy.mp3",""
"Ajdamir Mugu","Piony","Slezy lyubvi","4:08",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\03. Aydamir Mugu - Piony.mp3",""
"Rudenko Artur","Pis'mo","Slezy lyubvi","4:23",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\54. Rudenko Artur - Pis.mo.mp3",""
"Fashion Beat","Piter-Moskva","LetoNaMuzTV","3:34",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\18 Fashion Beat - Piter-Moskva.mp3",""
"Artur Pirozhkov","Plach detka","HitNastSummer","2:57",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\24.  Artur Pirozhkov - Plach detka .mp3",""
"A. Pirozhkov (Aleksandr Revva)","Plach' Detka","LetoNaMuzTV","2:54",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\32 A. Pirozhkov (Aleksandr Revva) - Plach' Detka.mp3",""
"Artur Pirozhkov","Plach', detka","Vse Zvezdy 2011","2:54",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\029_Artur Pirozhkov - Plach', detka.mp3",""
"Artur Pirozhkov","Plach', Detka","VzrHitParOtRusRad","2:54",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\171. Artur Pirozhkov - Plach', Detka.mp3",""
"Platinum Monkey & D.Tarasyuk vs Evgenij Osin","Plachet Devushka v avtomate","Piratskaj stancij","6:05",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\027 Platinum Monkey & D.Tarasyuk vs Evgenij Osin - Plachet Devushka v avtomate.mp3",""
"Assorti","Plakala","Slezy lyubvi","3:31",2011,"Pop",80,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\24. Assorti - Plakala.mp3",""
"Gilles Luka feat. Nyusha","Plus Pres (We Can Make It Right) (Beluga Club Mix)","Piratskaj stancij","6:07",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\056 Gilles Luka feat. Nyusha - Plus Pres (We Can Make It Right) (Beluga Club Mix).mp3",""
"Gilles Luka feat. Nyusha","Plus Pres (We Can Make It Right) (Ya khochu k tebe)","Vse Zvezdy 2011","3:29",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\100_Gilles Luka feat. Nyusha - Plus Pres (We Can Make It Right) (Ya khochu k tebe).mp3",""
"Aleksandr Kvarta","Po doroge k solncu (Parallax Breakz Remix)","Piratskaj stancij","5:12",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\071 Aleksandr Kvarta - Po doroge k solncu (Parallax Breakz Remix).mp3",""
"Ed Shulzhevskii","Po Imeni Nastya","DiskKurort","3:40",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\119. Ed Shulzhevskii - Po Imeni Nastya.mp3",""
"Aed Shul'zhevskij","Po imeni Nastya (DJ Fisun Remix)","Vse Zvezdy 2011","3:14",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\141_Aed Shul'zhevskij - Po imeni Nastya (DJ Fisun Remix).mp3",""
"Para Normal'nykh","Po Ulicam Moskvy","HitNastSummer","2:44",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\92.  Para Normal'nykh - Po Ulicam Moskvy .mp3",""
"Para Normal'nykh","Po ulicam Moskvy","Vse Zvezdy 2011","2:42",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\105_Para Normal'nykh - Po ulicam Moskvy.mp3",""
"Para Normal'nykh","Po ulicam Moskvy","VzrHitParOtRusRad","2:42",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\018. Para Normal'nykh - Po ulicam Moskvy.mp3",""
"V. Meladze","Pobud' So Mnoj","XXXLVes2011","4:02",2011,"Pop",70,224,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\01 V. Meladze - Pobud' So Mnoj.mp3",""
"Valerij Meladze","Pobud' so mnoj","VzrHitParOtRusRad","4:01",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\199. Valerij Meladze - Pobud' so mnoj.mp3",""
"Alisiya","Poceluj Menya (M-Power Project Remix Radio Edit)","XXXLVes2011","3:50",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\74 Alisiya - Poceluj Menya (M-Power Project Remix Radio Edit).mp3",""
"Svetlana Razina","Pochemu","MuzDlyaMol4","4:09",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\46 Svetlana Razina - Pochemu.mp3",""
"Svetlana Razina","Pochemu","SamSHikNaPer","4:09",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\46 Svetlana Razina - Pochemu.mp3",""
"Aelektra","Poczeluy v serdcze","Slezy lyubvi","3:32",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\85. Elektra - Poczeluy v serdcze.mp3",""
"Sogdiana","Poezda","LetoNaMuzTV","3:31",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\76 Sogdiana - Poezda.mp3",""
"Smyslovye Gallyucinacii","Pogruzhayus'","VzrHitParOtRusRad","3:20",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\043. Smyslovye Gallyucinacii - Pogruzhayus'.mp3",""
"Chaneldj Project","Poigraj V Lyubov' (Chaneldj Ft. Kristina)","XXXLVes2011","2:42",2011,"Pop",20,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\37 Chaneldj Project - Poigraj V Lyubov' (Chaneldj Ft. Kristina).mp3",""
"Dima Bilan","Poka skazhu poka","DiskKurort","3:11",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\063. Dima Bilan - Poka skazhu poka.mp3",""
"Vitalij Kozlovskij","Polechu","VzrHitParOtRusRad","3:43",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\081. Vitalij Kozlovskij - Polechu.mp3",""
"Korneliya Mango","Poleteli","VzrHitParOtRusRad","2:57",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\109. Korneliya Mango - Poleteli.mp3",""
"Grigorij Leps","Polovina mira","HitNastSummer","4:18",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\19.  Grigorij Leps - Polovina mira .mp3",""
"Alena Lanskaya","Polyusa","Vse Zvezdy 2011","3:48",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\101_Alena Lanskaya - Polyusa.mp3",""
"T. Tereshina","Ponimaj","LetoNaMuzTV","3:01",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\67 T. Tereshina - Ponimaj.mp3",""
"Tanya","Ponimaj","LetoNaMuzTV","3:07",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\34 Tanya - Ponimaj.mp3",""
"Tanya Tereshina","Ponimaj","Vse Zvezdy 2011","3:03",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\075_Tanya Tereshina - Ponimaj.mp3",""
"Tanya Tereshina","Ponimaj","VzrHitParOtRusRad","3:02",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\197. Tanya Tereshina - Ponimaj.mp3",""
"Acapella Express","Pora Pojti Po Babam","Tanceval_Dinamika","3:19",2011,"Pop",60,320,"K:\studio\musik\2011\_lat\_pop\Tanceval_Dinamika\07. Acapella Express - Pora Pojti Po Babam.mp3",""
"Lera Kozlova","Poslednii zvonok","DiskKurort","3:17",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\171. Lera Kozlova - Poslednii zvonok.mp3",""
"Timofeev Vyacheslav","Posledniy vecher leta","Slezy lyubvi","3:19",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\29. Timofeev Vyacheslav - Posledniy vecher leta.mp3",""
"Dasha Suvorova (Dom Solnca)","Postavit Bastu (Do Utra)","MuzDlyaMol4","3:21",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\41 Dasha Suvorova (Dom Solnca) - Postavit Bastu (Do Utra).mp3",""
"Dasha Suvorova (Dom Solnca)","Postavit Bastu (Do Utra)","SamSHikNaPer","3:21",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\41 Dasha Suvorova (Dom Solnca) - Postavit Bastu (Do Utra).mp3",""
"Allysia","Poteryannyy ray","Slezy lyubvi","3:06",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\02. Allysia - Poteryannyy ray.mp3",""
"Lera Tumanova","Potselui v serdtse (remix)","DiskKurort","3:13",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\075. Lera Tumanova - Potselui v serdtse (remix).mp3",""
"Shak Oleg","Pozadi goda","Slezy lyubvi","3:56",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\50. SHak Oleg - Pozadi goda.mp3",""
"Avionics Project","Pozovi (Original Mix)","Tanceval_Dinamika","5:38",2011,"Pop",30,320,"K:\studio\musik\2011\_lat\_pop\Tanceval_Dinamika\01. Avionics Project - Pozovi (Original Mix).mp3",""
"DJ Karas'","Pozvoni mne pozvoni 2011 (Raduga vs. DJ Mar Dee Version)","Piratskaj stancij","7:41",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\103 DJ Karas' - Pozvoni mne pozvoni 2011 (Raduga vs. DJ Mar Dee Version).mp3",""
"K. Melody Ft. Audiophil","Prikosnut'sya K Zvoezdam (Audiophil Radio Remix)","XXXLVes2011","3:26",2011,"Pop",20,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\00 K. Melody Ft. Audiophil - Prikosnut'sya K Zvoezdam (Audiophil Radio Remix).mp3",""
"Kesha","Princess Kesha","Vse Zvezdy 2011","3:19",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\070_Kesha - Princess Kesha.mp3",""
"Elena Vaenga","Printsessa","DiskKurort","3:41",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\139. Elena Vaenga - Printsessa.mp3",""
"For People","Prishla Vesna","VzrHitParOtRusRad","2:45",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\095. For People - Prishla Vesna.mp3",""
"Pachulya","Privet (Fidel Wicked Radio Edit)","Piratskaj stancij","3:31",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\037 Pachulya - Privet (Fidel Wicked Radio Edit).mp3",""
"Pachulya","Privet (Maxima Radio Remix)","VzrHitParOtRusRad","3:10",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\041. Pachulya - Privet (Maxima Radio Remix).mp3",""
"Kristina Orbakajte","Priznanie","VzrHitParOtRusRad","3:42",2011,"Pop",80,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\180. Kristina Orbakajte - Priznanie.mp3",""
"S. P'ekha","Projdet Zima","LetoNaMuzTV","3:17",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\63 S. P'ekha - Projdet Zima.mp3",""
"Cheryl Cole","Promise This","DiskKurort","3:46",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\042. Cheryl Cole - Promise This.mp3",""
"Zona","Proshhay  moy drug","Slezy lyubvi","4:04",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\95. Zona - Proshhay  moy drug.mp3",""
"Ira Champion i Alina Pogosova (Blondy)","Prosti","Vse Zvezdy 2011","3:14",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\157_Ira Champion i Alina Pogosova (Blondy) - Prosti.mp3",""
"Luna feat. 23-45","Prosti","Slezy lyubvi","3:15",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\42. Luna feat. 23-45 - Prosti.mp3",""
"Luna feat. 23-45","Prosti","VzrHitParOtRusRad","3:15",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\072. Luna feat. 23-45 - Prosti.mp3",""
"Tonika Project","Prosti","XXXLVes2011","3:55",2011,"Pop",30,320,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\14 Tonika Project - Prosti.mp3",""
"Alisiya","Prosti Menya","LetoNaMuzTV","4:03",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\37 Alisiya - Prosti Menya.mp3",""
"Dj Cosmo & E. Polikarpova & A. Arabov Feat. Stilet","Prosti Menya","XXXLVes2011","3:09",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\27 Dj Cosmo & E. Polikarpova & A. Arabov Feat. Stilet - Prosti Menya.mp3",""
"Turichenko Kirill","Prosti menya","Slezy lyubvi","2:55",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\22. Turichenko Kirill - Prosti menya.mp3",""
"Podium","Prosti za vse","Vse Zvezdy 2011","3:19",2011,"Pop",80,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\186_Podium - Prosti za vse.mp3",""
"Podium","Prosti za vse","VzrHitParOtRusRad","3:19",2011,"Pop",80,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\184. Podium - Prosti za vse.mp3",""
"Aelektra","Prosto poceluy (DJ V1t Remix)","Piratskaj stancij","4:22",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\149 Aelektra - Prosto poceluj (DJ V1t Remix).mp3",""
"5ivesta Family","Prosypajsya","HitNastSummer","3:10",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\11.  5ivesta Family - Prosypajsya .mp3",""
"5ivesta Family","Prosypajsya","VzrHitParOtRusRad","3:10",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\077. 5ivesta Family - Prosypajsya.mp3",""
"Elka","Provans","DiskKurort","3:24",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\159. Elka - Provans.mp3",""
"Elka","Provans","HitNastSummer","3:23",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\84.  Elka - Provans .mp3",""
"Elka","Provans","VzrHitParOtRusRad","3:23",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\080. Elka - Provans.mp3",""
"Elka","Provans (DJ Kirill Clash & DJ Dmitry Nema Remix)","Piratskaj stancij","3:42",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\157 Elka - Provans (DJ Kirill Clash & DJ Dmitry Nema Remix).mp3",""
"Yuliya Koval'chuk","Pryamo v serdce","HitNastSummer","3:17",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\68.  Yuliya Koval'chuk - Pryamo v serdce .mp3",""
"Yuliya Koval'chuk","Pryamo v serdce","VzrHitParOtRusRad","3:17",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\038. Yuliya Koval'chuk - Pryamo v serdce.mp3",""
"DJ Smash","Ptica (Radio Edit)","VzrHitParOtRusRad","3:48",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\155. DJ Smash - Ptica (Radio Edit).mp3",""
"Anastasiya Trianna","Ptica bez kryla","Vse Zvezdy 2011","3:42",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\153_Anastasiya Trianna - Ptica bez kryla.mp3",""
"Anastasiya Trianna","Ptica bez kryla","VzrHitParOtRusRad","3:43",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\067. Anastasiya Trianna - Ptica bez kryla.mp3",""
"Dj Smash","Ptitsa","DiskKurort","3:53",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\007. Dj Smash - Ptitsa .mp3",""
"D Majdanov","Pulya","HitNastSummer","4:22",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\21.  D Majdanov - Pulya .mp3",""
"D. Majdanov","Pulya","LetoNaMuzTV","4:22",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\56 D. Majdanov - Pulya.mp3",""
"E. Novak","Pustye Mechty","LetoNaMuzTV","3:24",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\62 E. Novak - Pustye Mechty.mp3",""
"Eva Novak","Pustye mechty","VzrHitParOtRusRad","3:24",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\078. Eva Novak - Pustye mechty.mp3",""
"Stas P'ekha","Pyat' prichin","Vse Zvezdy 2011","3:48",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\097_Stas P'ekha - Pyat' prichin.mp3",""
"Picca","Pyatnica","VzrHitParOtRusRad","3:06",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\060. Picca - Pyatnica.mp3",""
"GrooveLayer & PeterZburg","Rabotnikom Morga (Radio Mix)","Piratskaj stancij","3:58",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\113 GrooveLayer & PeterZburg -  Rabotnikom Morga (Radio Mix).mp3",""
"Prozet","Radi Tebya","LetoNaMuzTV","3:22",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\94 Prozet - Radi Tebya.mp3",""
"Dmitrij Nesterov","Radiovolna","Vse Zvezdy 2011","3:22",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\047_Dmitrij Nesterov - Radiovolna.mp3",""
"Nyusha","Rano na ty","DiskKurort","3:08",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\023. Nyusha - Rano na ty.mp3",""
"Nyusha","Rano na ty","VzrHitParOtRusRad","3:07",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\123. Nyusha - Rano na ty.mp3",""
"Alexey Romeo feat. J Well","Rasprav' Moi Kryl'ya","Piratskaj stancij","3:03",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\015 Alexey Romeo feat. J Well - Rasprav' Moi Kryl'ya.mp3",""
"Alexey Romeo feat. Jwell","Rasprav' Moi Kryl'ya (Extented Mix)","LetoNaMuzTV","6:40",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\40 Alexey Romeo feat. Jwell - Rasprav' Moi Kryl'ya (Extented Mix).mp3",""
"Tamerlan i Alena Omargalieva","Rasstoyaniya","HitNastSummer","3:51",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\58.  Tamerlan i Alena Omargalieva - Rasstoyaniya .mp3",""
"Tamerlan i Alena Omargalieva","Rasstoyaniya","VzrHitParOtRusRad","3:51",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\107. Tamerlan i Alena Omargalieva - Rasstoyaniya.mp3",""
"DJ Miller & Julia Lasker","Ray (Radio Edit)","Piratskaj stancij","3:50",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\017 DJ Miller & Julia Lasker - Raj (Radio Edit).mp3",""
"Nyusha","Razbitoe otobrazhenie","VzrHitParOtRusRad","3:36",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\193. Nyusha - Razbitoe otobrazhenie.mp3",""
"Zhuki","Razlyubila","LetoNaMuzTV","3:43",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\95 Zhuki - Razlyubila.mp3",""
"Vesna","Razve Ya Mogu (Gorchitza Remix)","HitNastSummer","3:39",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\93.  Vesna - Razve Ya Mogu (Gorchitza Remix) .mp3",""
"Vera Brezhneva","Real'naya zhizn'","HitNastSummer","3:53",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\17.  Vera Brezhneva - Real'naya zhizn' .mp3",""
"Vera Brezhneva","Real'naya Zhizn'","LetoNaMuzTV","3:52",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\46 Vera Brezhneva - Real'naya Zhizn'.mp3",""
"A-Style","Remember me","DiskKurort","3:39",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\018. A-Style - Remember me.mp3",""
"DJ Kharma","ResuRection (Pacific Wave Radio Edit)","Piratskaj stancij","3:48",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\124 DJ Kharma - ResuRection (Pacific Wave Radio Edit).mp3",""
